"","lncRNA","MIRNA","addmir"
"1832","AGAP2-AS1","MIR296","miR-296"
"1833","BACE1-AS","MIR377","miR-377-3p"
"1834","CASC7","MIR34A","miR-34a-5p"
"1835","GAS5","MIR128-1","miR-128-3p"
"1836","GAS5","MIR128-2","miR-128-3p"
"1837","HOXA-AS3","MIR675","miR-675-3p"
"1838","LINC00659","MIR143","miR-143"
"1839","LINC00659","MIR143","miR-143"
"1840","LINC00857","MIR370","miR-370-3p"
"1841","LINC00941","MIR877","miR-877-3p"
"1842","LINC01089","MIR152","miR-152-3p"
"1843","LINC02381","MIR503","miR-503-5p"
"1844","MAPKAPK5-AS1","MIR154","miR-154-5p"
"1845","MBNL1-AS1","MIR181A2","miR-181a-5p"
"1846","MBNL1-AS1","MIR181A1","miR-181a-5p"
"1847","MEG3","MIR34A","miR-34a-3p"
"1848","MIAT","MIR206","miR-206"
"1849","MIAT","MIR206","miR-206"
"1850","MIR503HG","MIR143","miR-143-3p"
"1851","OIP5-AS1","MIR320B1","miR-320b"
"1852","OIP5-AS1","MIR320B2","miR-320b"
"1853","PCAT6","MIR326","miR-326"
"1854","PCAT6","MIR326","miR-326"
"1855","RP11-301G19.1","MIR582","miR-582-5p"
"1856","SLC2A1-AS1","MIR508","miR-508-5p"
"1857","SLCO4A1-AS1","MIR150","miR-150-3p"
"1858","SNHG12","MIR30A","miR-30a-3p"
"1859","SNHG7","MIR34A","miR-34a-5p"
"1860","TONSL-AS1","MIR197","miR-197"
"1861","TONSL-AS1","MIR197","miR-197"
"1862","AFAP1-AS1","MIR107","miR-107"
"1863","AFAP1-AS1","MIR107","miR-107"
"1864","SNHG1","MIR186","miR-186"
"1865","SNHG1","MIR186","miR-186"
"1866","EPB41L4A-AS2","MIR107","miR-107"
"1867","EPB41L4A-AS2","MIR107","miR-107"
"1868","XIST","MIR98","miR-98-5p"
"1869","LINC01194","MIR486","miR-486-5p"
"1870","PCAT1","MIR508","miR-508-3p"
"1871","AFAP1-AS1","MIR15B","miR-15b"
"1872","AFAP1-AS1","MIR15B","miR-15b"
"1873","PVT1","MIR590","miR-590-5p"
"1874","DLEU2L","MIR210","miR-210-3p"
"1875","CCDC26","MIR422A","miR-422a"
"1876","CCDC26","MIR422A","miR-422a"
"1877","TDRG1","MIR214","miR-214-5p"
"1878","TRERNA1","MIR22","miR-22-3p"
"1879","cCSC1","MIR124-1","miR-124-3p"
"1880","cCSC1","MIR124-2","miR-124-3p"
"1881","cCSC1","MIR124-3","miR-124-3p"
"1882","MYCNOS","MIR216B","miR-216b"
"1883","MYCNOS","MIR216B","miR-216b"
"1884","MEG3","MIR141","miR-141-3p"
"1885","FGD5-AS1","MIR520A","miR-520a-3p"
"1886","TINCR","MIR214","miR-214-5p"
"1887","LINC00858","MIR3064","miR-3064-5p"
"1888","AFAP1-AS1","MIR424","miR-424-5p"
"1889","HOTTIP","MIR101-1","miR-101-3p"
"1890","HOTTIP","MIR101-2","miR-101-3p"
"1891","HAGLR","MIR93","miR-93-5p"
"1892","XIST","MIR30D","miR-30d-5p"
"1893","SNHG9","MIR326","miR-326"
"1894","SNHG9","MIR326","miR-326"
"1895","KCNQ1OT1","MIR134","miR-134"
"1896","KCNQ1OT1","MIR134","miR-134"
"1897","DSCAM-AS1","MIR101-1","miR-101-3p"
"1898","DSCAM-AS1","MIR101-2","miR-101-3p"
"1899","LOC729178","MIR144","miR-144-3p"
"1900","GHRLOS","MIR346","miR-346"
"1901","GHRLOS","MIR346","miR-346"
"1902","GAS5","MIR23A","miR-23a-3p"
"1903","CASC11","MIR646","miR-646"
"1904","CASC11","MIR646","miR-646"
"1905","CASC11","MIR381","miR-381-3p"
"1906","LINC01006","MIR129-2","miR-129-2-3p"
"1907","TP73-AS1","MIR128-1","miR-128-3p"
"1908","TP73-AS1","MIR128-2","miR-128-3p"
"1909","DLEU2","MIR205","miR-205-5p"
"1910","CHRF","MIR146A","miR-146a"
"1911","CHRF","MIR146A","miR-146a"
"1912","CRNDE","MIR451","miR-451a"
"1913","CRNDE","MIR451","miR-451a"
"1914","MALAT1","MIR20B","miR-20b-5p"
"1915","MT1JP","MIR24-1","miR-24-3p"
"1916","MT1JP","MIR24-2","miR-24-3p"
"1917","SNHG12","MIR516A1","miR-516a-5p"
"1918","SNHG12","MIR516A2","miR-516a-5p"
"1919","TUG1","MIR27B","miR-27b-3p"
"1920","PVT1","MIR29A","miR-29a"
"1921","PVT1","MIR29A","miR-29a"
"1922","LINC00665","MIR379","miR-379-5p"
"1923","ARAP1-AS1","MIR4735","miR-4735-3p"
"1924","LINC01614","MIR520A","miR-520a-3p"
"1925","SNHG1","MIR330","miR-330-5p"
"1926","NORAD","MIR541","miR-541-3p"
"1927","NEAT1","MIR155","miR-155-5p"
"1928","LSINCT5","MIR185","miR-185-5p"
"1929","LINC01977","MIR212","miR-212-3p"
"1930","LINC00943","MIR7-1","miR-7-5p"
"1931","LINC00943","MIR7-2","miR-7-5p"
"1932","LINC00943","MIR7-3","miR-7-5p"
"1933","FGD5-AS1","MIR195","miR-195-5p"
"1934","MIR503HG","MIR224","miR-224-5p"
"1935","DLGAP1-AS1","MIR1297","miR-1297"
"1936","DLGAP1-AS1","MIR1297","miR-1297"
"1937","PITPNA-AS1","MIR129-1","miR-129-5p"
"1938","PITPNA-AS1","MIR129-2","miR-129-5p"
"1939","HIF1A-AS2","MIR30A","miR-30a-5p"
"1940","LINC01003","MIR33A","miR-33a-5p"
"1941","CRNDE","MIR28","miR-28"
"1942","CRNDE","MIR28","miR-28"
"1943","LINC01515","MIR325","miR-325"
"1944","LINC01515","MIR325","miR-325"
"1945","Ttc3-209","MIR484","miR-484"
"1946","Ttc3-209","MIR484","miR-484"
"1947","OTUD6B-AS1","MIR21","miR-21-5p"
"1948","KCNQ1OT1","MIR223","miR-223-3p"
"1949","LINC00514","MIR3139","miR-3139"
"1950","LINC00514","MIR3139","miR-3139"
"1951","LHFPL3-AS1","MIR362","miR-362-5p"
"1952","SNHG1","MIR298","miR-298"
"1953","SNHG1","MIR298","miR-298"
"1954","DLEU1","MIR149","miR-149-5p"
"1955","ILF3-AS1","MIR4429","miR-4429"
"1956","ILF3-AS1","MIR4429","miR-4429"
"1957","DUXAP8","MIR223","miR-223-3p"
"1958","GAS6","MIR370","miR-370-3p"
"1959","HLA-F-AS1","MIR541","miR-541-3p"
"1960","TTN-AS1","MIR139","miR-139-5p"
"1961","RNCR2","MIR495","miR-495-3p"
"1962","GATA3-AS1","MIR30B","miR-30b-5p"
"1963","ZNF674-AS1","MIR423","miR-423-3p"
"1964","FAM230B","MIR378","miR-378a-3p"
"1965","RP11-379k17.4","MIR200C","miR-200c-3p"
"1966","LINC01559","MIR511-1","miR-511"
"1967","LINC01559","MIR511-1","miR-511"
"1968","EGOT","MIR211","miR-211-5p"
"1969","LncDBH-AS1","MIR155","miR-155"
"1970","LncDBH-AS1","MIR155","miR-155"
"1971","MIR4435-2HG","MIR383","miR-383-5p"
"1972","WT1-AS","MIR206","miR-206"
"1973","WT1-AS","MIR206","miR-206"
"1974","KCNQ1OT1","MIR211","miR-211-5p"
"1975","MIR155HG","MIR129-1","miR-129-5p"
"1976","MIR155HG","MIR129-2","miR-129-5p"
"1977","TUG1","MIR320C1","miR-320c"
"1978","TUG1","MIR320C2","miR-320c"
"1979","NEAT1","MIR491","miR-491-5p"
"1980","SNHG16","MIR17","miR-17-5p"
"1981","LINC00460","MIR320A","miR-320a"
"1982","LINC00460","MIR320A","miR-320a"
"1983","ABHD11-AS1","MIR133A1","miR-133a-3p"
"1984","ABHD11-AS1","MIR133A2","miR-133a-3p"
"1985","ZEB1-AS1","MIR186","miR-186-5p"
"1986","SNHG6","MIR429","miR-429"
"1987","SNHG6","MIR429","miR-429"
"1988","FOXD2-AS1","MIR760","miR-760"
"1989","FOXD2-AS1","MIR760","miR-760"
"1990","HNF1A-AS1","MIR363","miR-363"
"1991","HNF1A-AS1","MIR363","miR-363"
"1992","LINC00941","MIR205","miR-205-5p"
"1993","FENDRR","MIR4700","miR-4700-3p"
"1994","LINC00514","MIR204","miR-204-3p"
"1995","SNHG19","MIR137","miR-137"
"1996","SNHG19","MIR137","miR-137"
"1997","HCP5","MIR29B1","miR-29b-3p"
"1998","HCP5","MIR29B2","miR-29b-3p"
"1999","LINC01638","MIR523","miR-523-5p"
"2000","PRNCR1","MIR377","miR-377"
"2001","PRNCR1","MIR377","miR-377"
"2002","LINC01006","MIR28","miR-28-5p"
"2003","NEAT1","MIR483","miR-483"
"2004","NEAT1","MIR483","miR-483"
"2005","SNHG6","MIR204","miR-204-5p"
"2006","LINC00265","MIR144","miR-144-3p"
"2007","miR143HG","MIR504","miR-504"
"2008","miR143HG","MIR504","miR-504"
"2009","GAS6-AS2","MIR144","miR-144-3p"
"2010","SChLAP1","MIR340","miR-340-5p"
"2011","SChLAP1","MIR143","miR-143-3p"
"2012","SChLAP1","MIR145","miR-145-5p"
"2013","MEG3","MIR145","miR-145-5p"
"2014","TRPM2-AS","MIR22","miR-22-3p"
"2015","APCDD1L-AS1","MIR1322","miR-1322"
"2016","APCDD1L-AS1","MIR1322","miR-1322"
"2017","APCDD1L-AS1","MIR1972-1","miR-1972"
"2018","APCDD1L-AS1","MIR1972-2","miR-1972"
"2019","APCDD1L-AS1","MIR324","miR-324-3p"
"2020","HOTAIRM1","MIR498","miR-498"
"2021","HOTAIRM1","MIR498","miR-498"
"2022","SNHG8","MIR1270-1","miR-1270"
"2023","SNHG8","MIR1270-1","miR-1270"
"2024","XIST","MIR182","miR-182-5p"
"2025","CBR3-AS1","MIR25","miR-25-3p"
"2026","ANRIL","MIR7-1","miR-7-5p"
"2027","ANRIL","MIR7-2","miR-7-5p"
"2028","ANRIL","MIR7-3","miR-7-5p"
"2029","CCDC26","MIR195","miR-195-5p"
"2030","LINC00461","MIR195","miR-195"
"2031","LINC00461","MIR195","miR-195"
"2032","LINC00885","MIR432","miR-432-5p"
"2033","H19","MIR532","miR-532-3p"
"2034","KCNQ1","MIR133B","miR-133b"
"2035","KCNQ1","MIR133B","miR-133b"
"2036","H19","MIR326","miR-326"
"2037","H19","MIR326","miR-326"
"2038","CCR7","MIRLET7E","let-7e-5p"
"2039","FAM83A-AS1","MIR495","miR-495-3p"
"2040","KCNQ1OT1","MIR454","miR-454"
"2041","KCNQ1OT1","MIR454","miR-454"
"2042","SNHG3","MIR487A","miR-487a-3p"
"2043","CAR10","MIR892A","miR-892a"
"2044","CAR10","MIR892A","miR-892a"
"2045","SNHG1","MIR424","miR-424-5p"
"2046","CHRF","MIR182","miR-182-5p"
"2047","PVT1","MIR23B","miR-23b-3p"
"2048","NONhsaT024778","MIR1290","miR-1290"
"2049","NONhsaT024778","MIR1290","miR-1290"
"2050","DANCR","MIR185","miR-185-5p"
"2051","Linc00963","MIR655","miR-655"
"2052","Linc00963","MIR655","miR-655"
"2053","EBLN3P","MIR224","miR-224-5p"
"2054","LINC00857","MIR150","miR-150-5p"
"2055","SNHG16","MIR488","miR-488"
"2056","SNHG16","MIR488","miR-488"
"2057","NKX2-1-AS1","MIR145","miR-145-5p"
"2058","MEG3","MIR23B","miR-23b-3p"
"2059","SNHG18","MIR211","miR-211-5p"
"2060","ZFPM2-AS1","MIR515-1","miR-515-5p"
"2061","ZFPM2-AS1","MIR515-2","miR-515-5p"
"2062","MALAT1","MIR212","miR-212"
"2063","MALAT1","MIR212","miR-212"
"2064","MALAT1","MIR146A","miR-146a"
"2065","MALAT1","MIR146A","miR-146a"
"2066","LINC00960","MIR146A","miR-146a-5p"
"2067","BCAR4","MIR139","miR-139-3p"
"2068","BLACAT1","MIR29A","miR-29a-3p"
"2069","BLACAT2","MIR193B","miR-193b-5p"
"2070","CDKN2B-AS1","MIR424","miR-424-5p"
"2071","DANCR","MIR1225","miR-1225-3p"
"2072","DDX11-AS1","MIR34A","miR-34a-3p"
"2073","DLEU2","MIR369","miR-369-3p"
"2074","DNAJC3-AS1","MIR27A","miR-27a-3p"
"2075","DNM3OS","MIR193A","miR-193a-3p"
"2076","DUXAP8","MIR448","miR-448"
"2077","DUXAP8","MIR448","miR-448"
"2078","FGD5-AS1","MIR944","miR-944"
"2079","FGD5-AS1","MIR944","miR-944"
"2080","FGD5-AS1","MIR493","miR-493-5p"
"2081","FOXD3-AS1","MIR128-1","miR-128-3p"
"2082","FOXD3-AS1","MIR128-2","miR-128-3p"
"2083","H19","MIR20A","miR-20a-5p"
"2084","HCG18","MIR106A","miR-106a-5p"
"2085","HEIH","MIR193A","miR-193a-5p"
"2086","HOTTIP","MIR148A","miR-148a-3p"
"2087","HOXA11-AS","MIR98","miR-98"
"2088","HOXA11-AS","MIR98","miR-98"
"2089","HOXA-AS3","MIR29A","miR-29a-3p"
"2090","hsa_circ_0000700","MIR1229","miR-1229"
"2091","hsa_circ_0000700","MIR1229","miR-1229"
"2092","LINC00263","MIR147","miR-147a"
"2093","LINC00263","MIR147","miR-147a"
"2094","LINC00284","MIR211","miR-211-3p"
"2095","LINC00488","MIR376A1","miR-376a-3p"
"2096","LINC00488","MIR376A2","miR-376a-3p"
"2097","LINC00518","MIR33A","miR-33a-3p"
"2098","LINC00520","MIR577","miR-577"
"2099","LINC00520","MIR577","miR-577"
"2100","LINC00662","MIR103A2","miR-103a-3p"
"2101","LINC00662","MIR103A1","miR-103a-3p"
"2102","LINC00857","MIR1306","miR-1306"
"2103","LINC00857","MIR1306","miR-1306"
"2104","LINC00857","MIR340","miR-340-5p"
"2105","LINC00936","MIR425","miR-425-3p"
"2106","LINC01291","MIR625","miR-625-5p"
"2107","LINC01296","MIR141","miR-141-3p"
"2108","LINC01564","MIR107","miR-107"
"2109","LINC01564","MIR107","miR-107"
"2110","LINC01564","MIR103A2","miR-103a-3p"
"2111","LINC01564","MIR103A1","miR-103a-3p"
"2112","LIPE-AS1","MIR195","miR-195-5p"
"2113","lnc865","MIR29B2","miR-29b-2-5p"
"2114","lnc556","MIR29B2","miR-29b-2-5p"
"2115","LOXL1-AS1","MIR525","miR-525-5p"
"2116","MALAT1","MIR135B","miR-135b-5p"
"2117","MLK7-AS1","MIR375","miR-375-3p"
"2118","MNX1-AS1","MIR370","miR-370"
"2119","MNX1-AS1","MIR370","miR-370"
"2120","MTX2-6","MIR574","miR-574-5p"
"2121","NARL","MIR217","miR-217-5p"
"2122","NBR2","MIR22","miR-22"
"2123","NBR2","MIR22","miR-22"
"2124","NEAT1","MIR196A1","miR-196a-5p"
"2125","NEAT1","MIR196A2","miR-196a-5p"
"2126","NEAT1","MIR139","miR-139"
"2127","NEAT1","MIR139","miR-139"
"2128","NEAT1","MIR500A","miR-500a-3p"
"2129","NEAT1","MIR141","miR-141-3p"
"2130","NEAT1","MIR31","miR-31-5p"
"2131","NOP14-AS1","MIR665","miR-665"
"2132","NOP14-AS1","MIR665","miR-665"
"2133","OIP5-AS1","MIR381","miR-381-3p"
"2134","POU3F3","MIR650","miR-650"
"2135","POU3F3","MIR650","miR-650"
"2136","POU6F2-AS1","MIR34C","miR-34c-5p"
"2137","PRR34-AS1","MIR498","miR-498"
"2138","PRR34-AS1","MIR498","miR-498"
"2139","PVT1","MIR612","miR-612"
"2140","PVT1","MIR612","miR-612"
"2141","RHPN1-AS1","MIR485","miR-485-5p"
"2142","RMST","MIR204","miR-204-5p"
"2143","SChLAP1","MIR524","miR-524-5p"
"2144","SENP3-EIF4A1","MIR195","miR-195-5p"
"2145","SLCO4A1-AS1","MIR876","miR-876-3p"
"2146","SNHG11","MIR184","miR-184"
"2147","SNHG11","MIR184","miR-184"
"2148","SNHG14","MIR206","miR-206"
"2149","SNHG14","MIR206","miR-206"
"2150","SNHG15","MIR188","miR-188-5p"
"2151","SNHG4","MIR590","miR-590-3p"
"2152","SNHG7","MIR122","miR-122-5p"
"2153","SNHG8","MIR588","miR-588"
"2154","SNHG8","MIR588","miR-588"
"2155","ST8SIA6-AS1","MIR338","miR-338-3p"
"2156","TRAF3IP2-AS1","MIR200A","miR-200a-3p"
"2157","TRHDE-AS1","MIR181A2","miR-181a-5p"
"2158","TRHDE-AS1","MIR181A1","miR-181a-5p"
"2159","TUG1","MIR188","miR-188-3p"
"2160","TUG1","MIR494","miR-494-3p"
"2161","TUG1","MIR199A1","miR-199a-3p"
"2162","TUG1","MIR199A2","miR-199a-3p"
"2163","UCA1","MIR185","miR-185-5p"
"2164","VIM-AS1","MIR655","miR-655"
"2165","VIM-AS1","MIR655","miR-655"
"2166","XIST","MIR302A","miR-302a-3p"
"2167","XIST","MIR16-1","miR-16-5p"
"2168","XIST","MIR16-2","miR-16-5p"
"2169","ZXF1","MIR378","miR-378a-3p"
"2170","NEAT1","MIR211","miR-211-5p"
"2171","ZEB1-AS1","MIR335","miR-335-5p"
"2172","XIST","MIR130A","miR-130a"
"2173","XIST","MIR130A","miR-130a"
"2174","XIST","MIR335","miR-335"
"2175","XIST","MIR335","miR-335"
"2176","XIST","MIR23B","miR-23b-3p"
"2177","XIST","MIR29A","miR-29a-3p"
"2178","XIST","MIR146A","miR-146a-5p"
"2179","UCA1","MIR624","miR-624-3p"
"2180","UCA1","MIR613","miR-613"
"2181","UCA1","MIR613","miR-613"
"2182","TUG1","MIR200A","miR-200a-3p"
"2183","TTN-AS1","MIR107","miR-107"
"2184","TTN-AS1","MIR107","miR-107"
"2185","TTN-AS1","MIR16-1","miR-16-1-3p"
"2186","TPT1-AS1","MIR324","miR-324-5p"
"2187","TPT1-AS1","MIR3156-1","miR-3156-5p"
"2188","TPT1-AS1","MIR3156-2","miR-3156-5p"
"2189","TPT1-AS1","MIR3156-3","miR-3156-5p"
"2190","TP73-AS1","MIR654","miR-654-3p"
"2191","SNHG7","MIR625","miR-625"
"2192","SNHG7","MIR625","miR-625"
"2193","SNHG7","MIR138-2","miR-138-5p"
"2194","SNHG7","MIR138-1","miR-138-5p"
"2195","SNHG3","MIR485","miR-485-5p"
"2196","SNHG16","MIR218-1","miR-218-5p"
"2197","SNHG16","MIR218-2","miR-218-5p"
"2198","SNHG16","MIR128-1","miR-128-3p"
"2199","SNHG16","MIR128-2","miR-128-3p"
"2200","SNHG15","MIR346","miR-346"
"2201","SNHG15","MIR346","miR-346"
"2202","SNHG14","MIR495","miR-495-3p"
"2203","SAMMSON","MIR130A","miR-130a"
"2204","SAMMSON","MIR130A","miR-130a"
"2205","RP11-89K21.1","MIR146A","miR-146a-5p"
"2206","RP11-89K21.1","MIR146B","miR-146b-5p"
"2207","RBM5-AS1","MIR132","miR-132"
"2208","RBM5-AS1","MIR132","miR-132"
"2209","RBM5-AS1","MIR212","miR-212"
"2210","RBM5-AS1","MIR212","miR-212"
"2211","RAET1E-AS1","MIR145","miR-145-5p"
"2212","PVT1","MIR17","miR-17-5p"
"2213","PVT1","MIR21","miR-21-5p"
"2214","PVT1","MIR551B","miR-551b"
"2215","PVT1","MIR551B","miR-551b"
"2216","PVT1","MIR124-1","miR-124-3p"
"2217","PVT1","MIR124-2","miR-124-3p"
"2218","PVT1","MIR124-3","miR-124-3p"
"2219","PSMG3AS1","MIR613","miR-613"
"2220","PSMG3AS1","MIR613","miR-613"
"2221","PRNCR1","MIR326","miR-326"
"2222","PRNCR1","MIR326","miR-326"
"2223","PRKCQ-AS1","MIR545","miR-545-5p"
"2224","PP7080","MIR601","miR-601"
"2225","PP7080","MIR601","miR-601"
"2226","PINK1-AS","MIR200A","miR-200a"
"2227","PINK1-AS","MIR200A","miR-200a"
"2228","PCNAP1","MIR340","miR-340-5p"
"2229","PART 1","MIR20B","miR-20b-5p"
"2230","PAHRF","MIR23A","miR-23a-3p"
"2231","OIP5-AS1","MIR34B","miR-34b-5p"
"2232","OIP5-AS1","MIR217","miR-217"
"2233","OIP5-AS1","MIR217","miR-217"
"2234","OIP5-AS1","MIR129-1","miR-129-5p"
"2235","OIP5-AS1","MIR129-2","miR-129-5p"
"2236","OIP5-AS1","MIR30C2","miR-30c-5p"
"2237","OIP5-AS1","MIR30C1","miR-30c-5p"
"2238","NR2F2-AS1","MIR106B","miR-106b"
"2239","NR2F2-AS1","MIR106B","miR-106b"
"2240","NKILA","MIR140","miR-140-5p"
"2241","NEAT1","MIR140","miR-140"
"2242","NEAT1","MIR140","miR-140"
"2243","NEAT1","MIR148B","miR-148b-3p"
"2244","NEAT1","MIR150","miR-150-5p"
"2245","NEAT1","MIR146B","miR-146b"
"2246","NEAT1","MIR146B","miR-146b"
"2247","NEAT1","MIR411","miR-411-5p"
"2248","NEAT1","MIR16-1","miR-16-5p"
"2249","NEAT1","MIR16-2","miR-16-5p"
"2250","NCK1-AS1","MIR22","miR-22-3p"
"2251","ZSCAN16-AS1","MIR181C","miR-181c-5p"
"2252","MTORT1","MIR26A1","miR-26a-5p"
"2253","MTORT1","MIR26A2","miR-26a-5p"
"2254","MST1P2","MIR133B","miR-133b"
"2255","MST1P2","MIR133B","miR-133b"
"2256","MIR205HG","MIR2114","miR-2114-3p"
"2257","MIR17HG","MIR138-2","miR-138-5p"
"2258","MIR17HG","MIR138-1","miR-138-5p"
"2259","MIR143HG","MIR1275","miR-1275"
"2260","MIR143HG","MIR1275","miR-1275"
"2261","MEG3","MIR149","miR-149-3p"
"2262","MCM3AP-AS1","MIR138-2","miR-138-5p"
"2263","MCM3AP-AS1","MIR138-1","miR-138-5p"
"2264","MALAT1","MIR30E","miR-30e"
"2265","MALAT1","MIR30E","miR-30e"
"2266","MAFG-AS1","MIR574","miR-574-5p"
"2267","Loc680254","MIR30D","miR-30d-3p"
"2268","Loc680254","MIR671","miR-671"
"2269","Loc680254","MIR671","miR-671"
"2270","LncMyoD","MIR370","miR-370-3p"
"2271","Lnc-CTSLP8","MIR199A1","miR-199a-5p"
"2272","Lnc-CTSLP8","MIR199A2","miR-199a-5p"
"2273","Lnc-APUE","MIR20B","miR-20b"
"2274","Lnc-APUE","MIR20B","miR-20b"
"2275","LINC02086","MIR770","miR-770-5p"
"2276","LINC01605","MIR493","miR-493-3p"
"2277","LINC01518","MIR216B","miR-216b-5p"
"2278","LINC01503","MIR615","miR-615-3p"
"2279","LINC01278","MIR500B","miR-500b-5p"
"2280","LINC01272","MIR876","miR-876"
"2281","LINC01272","MIR876","miR-876"
"2282","LINC01132","MIR431","miR-431-5p"
"2283","LINC01125","MIR19B1","miR-19b-3p"
"2284","LINC01125","MIR19B2","miR-19b-3p"
"2285","LINC00963","MIR320A","miR-320a"
"2286","LINC00963","MIR320A","miR-320a"
"2287","LINC00963","MIR130A","miR-130a-3p"
"2288","LINC00958","MIR510","miR-510-5p"
"2289","LINC00922","MIR361","miR-361-3p"
"2290","LINC00908","MIR671","miR-671-5p"
"2291","LINC00473","MIR502","miR-502-3p"
"2292","LINC00473","MIR424","miR-424-5p"
"2293","LINC00473","MIR16-1","miR-16-5p"
"2294","LINC00473","MIR16-2","miR-16-5p"
"2295","LINC00473","MIR15A","miR-15a-5p"
"2296","LINC00467","MIR494","miR-494-3p"
"2297","LINC00184","MIR23B","miR-23b-3p"
"2298","KCNQ1OT1","MIR26A1","miR-26a-5p"
"2299","KCNQ1OT1","MIR26A2","miR-26a-5p"
"2300","KCNQ1OT1","MIR126","miR-126-5p"
